index,Country,Status,Life expectancy ,Label
737,Denmark,Developed,86.0,long
738,Denmark,Developed,84.0,long
739,Denmark,Developed,81.0,normal
740,Denmark,Developed,80.0,normal
741,Denmark,Developed,79.7,normal
742,Denmark,Developed,79.2,normal
743,Denmark,Developed,78.9,normal
744,Denmark,Developed,78.8,normal
745,Denmark,Developed,78.4,normal
746,Denmark,Developed,78.1,normal
747,Denmark,Developed,78.1,normal
748,Denmark,Developed,77.7,normal
749,Denmark,Developed,77.3,normal
750,Denmark,Developed,77.0,normal
751,Denmark,Developed,77.0,normal
752,Denmark,Developed,76.9,normal
753,Djibouti,Developing,63.5,normal
754,Djibouti,Developing,63.0,normal
755,Djibouti,Developing,62.7,normal
756,Djibouti,Developing,62.2,normal
757,Djibouti,Developing,61.8,normal
758,Djibouti,Developing,61.3,normal
759,Djibouti,Developing,69.0,normal
760,Djibouti,Developing,62.0,normal
761,Djibouti,Developing,59.8,normal
762,Djibouti,Developing,59.1,normal
763,Djibouti,Developing,58.6,normal
764,Djibouti,Developing,58.1,short
765,Djibouti,Developing,58.0,short
766,Djibouti,Developing,57.9,short
767,Djibouti,Developing,57.7,short
768,Djibouti,Developing,57.4,short
769,Dominica,Developing,,long
770,Dominican Republic,Developing,73.9,normal
771,Dominican Republic,Developing,73.6,normal
772,Dominican Republic,Developing,73.4,normal
773,Dominican Republic,Developing,72.1,normal
774,Dominican Republic,Developing,73.1,normal
775,Dominican Republic,Developing,72.7,normal
776,Dominican Republic,Developing,73.6,normal
777,Dominican Republic,Developing,73.3,normal
778,Dominican Republic,Developing,72.9,normal
779,Dominican Republic,Developing,72.3,normal
780,Dominican Republic,Developing,69.7,normal
781,Dominican Republic,Developing,69.3,normal
782,Dominican Republic,Developing,73.0,normal
783,Dominican Republic,Developing,71.4,normal
784,Dominican Republic,Developing,71.2,normal
785,Dominican Republic,Developing,72.0,normal
786,Ecuador,Developing,76.2,long
787,Ecuador,Developing,76.0,long
788,Ecuador,Developing,76.0,long
789,Ecuador,Developing,75.5,normal
790,Ecuador,Developing,75.3,normal
791,Ecuador,Developing,75.0,normal
792,Ecuador,Developing,75.1,normal
793,Ecuador,Developing,74.6,normal
794,Ecuador,Developing,74.7,normal
795,Ecuador,Developing,74.4,normal
796,Ecuador,Developing,74.2,normal
797,Ecuador,Developing,74.4,normal
798,Ecuador,Developing,74.4,normal
799,Ecuador,Developing,73.6,normal
800,Ecuador,Developing,73.4,normal
801,Ecuador,Developing,72.8,normal
802,Egypt,Developing,79.0,long
803,Egypt,Developing,78.0,long
804,Egypt,Developing,79.0,long
805,Egypt,Developing,72.0,normal
806,Egypt,Developing,74.0,normal
807,Egypt,Developing,70.0,normal
808,Egypt,Developing,69.9,normal
809,Egypt,Developing,69.8,normal
810,Egypt,Developing,69.7,normal
811,Egypt,Developing,69.5,normal
812,Egypt,Developing,69.4,normal
813,Egypt,Developing,69.0,normal
814,Egypt,Developing,68.6,normal
815,Egypt,Developing,68.7,normal
816,Egypt,Developing,68.6,normal
817,Egypt,Developing,68.8,normal
818,El Salvador,Developing,73.5,normal
819,El Salvador,Developing,73.3,normal
820,El Salvador,Developing,73.0,normal
821,El Salvador,Developing,73.0,normal
822,El Salvador,Developing,72.0,normal
823,El Salvador,Developing,72.0,normal
824,El Salvador,Developing,71.4,normal
825,El Salvador,Developing,71.7,normal
826,El Salvador,Developing,71.2,normal
827,El Salvador,Developing,75.0,normal
828,El Salvador,Developing,71.0,normal
829,El Salvador,Developing,70.0,normal
830,El Salvador,Developing,69.9,normal
831,El Salvador,Developing,73.0,normal
832,El Salvador,Developing,68.9,normal
833,El Salvador,Developing,69.0,normal
834,Equatorial Guinea,Developing,58.2,short
835,Equatorial Guinea,Developing,57.9,short
836,Equatorial Guinea,Developing,57.4,short
837,Equatorial Guinea,Developing,56.7,short
838,Equatorial Guinea,Developing,56.2,short
839,Equatorial Guinea,Developing,56.1,short
840,Equatorial Guinea,Developing,55.7,short
841,Equatorial Guinea,Developing,55.4,short
842,Equatorial Guinea,Developing,55.0,short
843,Equatorial Guinea,Developing,54.8,short
844,Equatorial Guinea,Developing,54.4,short
845,Equatorial Guinea,Developing,54.1,short
846,Equatorial Guinea,Developing,53.8,short
847,Equatorial Guinea,Developing,53.5,short
848,Equatorial Guinea,Developing,53.1,short
849,Equatorial Guinea,Developing,52.7,short
850,Eritrea,Developing,64.7,normal
851,Eritrea,Developing,64.4,normal
852,Eritrea,Developing,64.0,normal
853,Eritrea,Developing,63.6,normal
854,Eritrea,Developing,62.9,normal
855,Eritrea,Developing,62.1,normal
856,Eritrea,Developing,61.4,normal
857,Eritrea,Developing,67.0,normal
858,Eritrea,Developing,62.0,normal
859,Eritrea,Developing,59.7,normal
860,Eritrea,Developing,59.4,normal
861,Eritrea,Developing,59.1,normal
862,Eritrea,Developing,58.8,normal
863,Eritrea,Developing,58.5,normal
864,Eritrea,Developing,58.1,short
865,Eritrea,Developing,45.3,short
866,Estonia,Developing,77.6,long
867,Estonia,Developing,77.3,long
868,Estonia,Developing,76.9,long
869,Estonia,Developing,76.3,long
870,Estonia,Developing,76.1,long
871,Estonia,Developing,75.6,normal
872,Estonia,Developing,74.9,normal
873,Estonia,Developing,74.2,normal
874,Estonia,Developing,73.0,normal
875,Estonia,Developing,73.0,normal
876,Estonia,Developing,72.8,normal
877,Estonia,Developing,72.3,normal
878,Estonia,Developing,71.9,normal
879,Estonia,Developing,71.2,normal
880,Estonia,Developing,78.0,long
881,Estonia,Developing,78.0,long
882,Ethiopia,Developing,64.8,normal
883,Ethiopia,Developing,64.2,normal
884,Ethiopia,Developing,63.7,normal
885,Ethiopia,Developing,63.3,normal
886,Ethiopia,Developing,62.6,normal
887,Ethiopia,Developing,61.8,normal
888,Ethiopia,Developing,68.0,normal
889,Ethiopia,Developing,59.8,normal
890,Ethiopia,Developing,58.5,normal
891,Ethiopia,Developing,57.2,short
892,Ethiopia,Developing,56.0,short
893,Ethiopia,Developing,55.0,short
894,Ethiopia,Developing,54.0,short
895,Ethiopia,Developing,53.2,short
896,Ethiopia,Developing,52.5,short
897,Ethiopia,Developing,51.2,short
898,Fiji,Developing,69.9,normal
899,Fiji,Developing,69.7,normal
900,Fiji,Developing,69.6,normal
901,Fiji,Developing,69.4,normal
902,Fiji,Developing,69.2,normal
903,Fiji,Developing,69.1,normal
904,Fiji,Developing,68.9,normal
905,Fiji,Developing,68.7,normal
906,Fiji,Developing,68.6,normal
907,Fiji,Developing,68.5,normal
908,Fiji,Developing,68.3,normal
909,Fiji,Developing,68.1,normal
910,Fiji,Developing,68.0,normal
911,Fiji,Developing,67.9,normal
912,Fiji,Developing,67.8,normal
913,Fiji,Developing,67.7,normal
914,Finland,Developing,81.1,long
915,Finland,Developing,89.0,long
916,Finland,Developing,87.0,long
917,Finland,Developing,84.0,long
918,Finland,Developing,83.0,long
919,Finland,Developing,79.9,long
920,Finland,Developing,79.7,long
921,Finland,Developing,79.6,long
922,Finland,Developing,79.3,long
923,Finland,Developing,79.2,long
924,Finland,Developing,78.9,long
925,Finland,Developing,78.7,long
926,Finland,Developing,78.4,long
927,Finland,Developing,78.1,long
928,Finland,Developing,78.0,long
929,Finland,Developing,77.5,long
930,France,Developing,82.4,long
931,France,Developing,82.2,long
932,France,Developing,82.0,long
933,France,Developing,81.5,long
934,France,Developing,81.7,long
935,France,Developing,81.3,long
936,France,Developing,81.1,long
937,France,Developing,89.0,long
938,France,Developing,89.0,long
939,France,Developing,86.0,long
940,France,Developing,81.0,long
941,France,Developing,82.0,long
942,France,Developing,79.3,long
943,France,Developing,79.2,long
944,France,Developing,79.0,long
945,France,Developing,78.8,long
946,Gabon,Developing,66.0,normal
947,Gabon,Developing,65.5,normal
948,Gabon,Developing,64.6,normal
949,Gabon,Developing,63.5,normal
950,Gabon,Developing,62.8,normal
951,Gabon,Developing,62.3,normal
952,Gabon,Developing,61.7,normal
953,Gabon,Developing,61.6,normal
954,Gabon,Developing,61.6,normal
955,Gabon,Developing,61.4,normal
956,Gabon,Developing,65.0,normal
957,Gabon,Developing,59.7,normal
958,Gabon,Developing,59.7,normal
959,Gabon,Developing,59.7,normal
960,Gabon,Developing,59.8,normal
961,Gabon,Developing,61.0,normal
962,Gambia,Developing,61.1,normal
963,Gambia,Developing,68.0,normal
964,Gambia,Developing,66.0,normal
965,Gambia,Developing,62.0,normal
966,Gambia,Developing,59.8,normal
967,Gambia,Developing,59.3,normal
968,Gambia,Developing,59.0,normal
969,Gambia,Developing,58.7,normal
970,Gambia,Developing,58.5,normal
971,Gambia,Developing,58.2,short
972,Gambia,Developing,57.7,short
973,Gambia,Developing,57.3,short
974,Gambia,Developing,57.0,short
975,Gambia,Developing,56.6,short
976,Gambia,Developing,56.3,short
977,Gambia,Developing,55.9,short
978,Georgia,Developing,74.4,normal
979,Georgia,Developing,74.5,normal
980,Georgia,Developing,74.5,normal
981,Georgia,Developing,74.2,normal
982,Georgia,Developing,73.9,normal
983,Georgia,Developing,73.8,normal
984,Georgia,Developing,73.2,normal
985,Georgia,Developing,73.9,normal
986,Georgia,Developing,74.4,normal
987,Georgia,Developing,73.9,normal
988,Georgia,Developing,73.9,normal
989,Georgia,Developing,72.3,normal
990,Georgia,Developing,72.7,normal
991,Georgia,Developing,71.7,normal
992,Georgia,Developing,73.0,normal
993,Georgia,Developing,71.8,normal
994,Germany,Developed,81.0,normal
995,Germany,Developed,89.0,long
996,Germany,Developed,86.0,long
997,Germany,Developed,86.0,long
998,Germany,Developed,85.0,long
999,Germany,Developed,81.0,normal
1000,Germany,Developed,80.0,normal
1001,Germany,Developed,79.9,normal
1002,Germany,Developed,79.8,normal
1003,Germany,Developed,79.6,normal
1004,Germany,Developed,79.2,normal
1005,Germany,Developed,79.1,normal
1006,Germany,Developed,78.5,normal
1007,Germany,Developed,78.4,normal
1008,Germany,Developed,78.3,normal
1009,Germany,Developed,78.0,normal
1010,Ghana,Developing,62.4,normal
1011,Ghana,Developing,62.1,normal
1012,Ghana,Developing,61.9,normal
1013,Ghana,Developing,61.6,normal
1014,Ghana,Developing,61.2,normal
1015,Ghana,Developing,69.0,normal
1016,Ghana,Developing,66.0,normal
1017,Ghana,Developing,63.0,normal
1018,Ghana,Developing,59.9,normal
1019,Ghana,Developing,59.4,normal
1020,Ghana,Developing,58.9,normal
1021,Ghana,Developing,58.3,short
1022,Ghana,Developing,57.9,short
1023,Ghana,Developing,57.6,short
1024,Ghana,Developing,57.4,short
1025,Ghana,Developing,57.2,short
1026,Greece,Developing,81.0,long
1027,Greece,Developing,88.0,long
1028,Greece,Developing,86.0,long
1029,Greece,Developing,84.0,long
1030,Greece,Developing,85.0,long
1031,Greece,Developing,83.0,long
1032,Greece,Developing,80.0,long
1033,Greece,Developing,79.9,long
1034,Greece,Developing,79.4,long
1035,Greece,Developing,79.7,long
1036,Greece,Developing,79.3,long
1037,Greece,Developing,79.2,long
1038,Greece,Developing,79.1,long
1039,Greece,Developing,79.0,long
1040,Greece,Developing,78.7,long
1041,Greece,Developing,78.2,long
1042,Grenada,Developing,73.6,normal
1043,Grenada,Developing,73.5,normal
1044,Grenada,Developing,73.3,normal
1045,Grenada,Developing,73.1,normal
1046,Grenada,Developing,72.9,normal
1047,Grenada,Developing,72.6,normal
1048,Grenada,Developing,72.4,normal
1049,Grenada,Developing,72.1,normal
1050,Grenada,Developing,71.9,normal
1051,Grenada,Developing,71.7,normal
1052,Grenada,Developing,71.5,normal
1053,Grenada,Developing,73.0,normal
1054,Grenada,Developing,71.1,normal
1055,Grenada,Developing,79.0,long
1056,Grenada,Developing,77.0,long
1057,Grenada,Developing,74.0,normal
1058,Guatemala,Developing,71.9,normal
1059,Guatemala,Developing,71.7,normal
1060,Guatemala,Developing,71.4,normal
1061,Guatemala,Developing,71.3,normal
1062,Guatemala,Developing,71.1,normal
1063,Guatemala,Developing,77.0,long
1064,Guatemala,Developing,76.0,long
1065,Guatemala,Developing,79.0,long
1066,Guatemala,Developing,75.0,normal
1067,Guatemala,Developing,69.7,normal
1068,Guatemala,Developing,69.2,normal
1069,Guatemala,Developing,69.6,normal
1070,Guatemala,Developing,69.4,normal
1071,Guatemala,Developing,69.3,normal
1072,Guatemala,Developing,68.4,normal
1073,Guatemala,Developing,67.7,normal
1074,Guinea,Developing,59.0,normal
1075,Guinea,Developing,58.1,short
1076,Guinea,Developing,58.8,normal
1077,Guinea,Developing,58.4,short
1078,Guinea,Developing,58.1,short
1079,Guinea,Developing,57.8,short
1080,Guinea,Developing,57.3,short
1081,Guinea,Developing,56.8,short
1082,Guinea,Developing,56.4,short
1083,Guinea,Developing,55.6,short
1084,Guinea,Developing,54.7,short
1085,Guinea,Developing,54.0,short
1086,Guinea,Developing,53.3,short
1087,Guinea,Developing,52.9,short
1088,Guinea,Developing,52.5,short
1089,Guinea,Developing,52.5,short
1090,Guinea-Bissau,Developing,58.9,normal
1091,Guinea-Bissau,Developing,58.4,short
1092,Guinea-Bissau,Developing,58.1,short
1093,Guinea-Bissau,Developing,57.6,short
1094,Guinea-Bissau,Developing,57.1,short
1095,Guinea-Bissau,Developing,56.7,short
1096,Guinea-Bissau,Developing,56.3,short
1097,Guinea-Bissau,Developing,55.6,short
1098,Guinea-Bissau,Developing,55.0,short
1099,Guinea-Bissau,Developing,54.4,short
1100,Guinea-Bissau,Developing,53.9,short
1101,Guinea-Bissau,Developing,53.5,short
1102,Guinea-Bissau,Developing,53.0,short
1103,Guinea-Bissau,Developing,52.8,short
1104,Guinea-Bissau,Developing,52.5,short
1105,Guinea-Bissau,Developing,52.1,short
1106,Guyana,Developing,66.2,normal
1107,Guyana,Developing,66.0,normal
1108,Guyana,Developing,65.9,normal
1109,Guyana,Developing,65.8,normal
1110,Guyana,Developing,65.6,normal
1111,Guyana,Developing,65.9,normal
1112,Guyana,Developing,66.1,normal
1113,Guyana,Developing,66.3,normal
1114,Guyana,Developing,65.7,normal
1115,Guyana,Developing,65.2,normal
1116,Guyana,Developing,65.0,normal
1117,Guyana,Developing,65.1,normal
1118,Guyana,Developing,65.3,normal
1119,Guyana,Developing,65.3,normal
1120,Guyana,Developing,65.4,normal
1121,Guyana,Developing,65.4,normal
1122,Haiti,Developing,63.5,normal
1123,Haiti,Developing,63.1,normal
1124,Haiti,Developing,62.7,normal
1125,Haiti,Developing,62.3,normal
1126,Haiti,Developing,62.3,normal
1127,Haiti,Developing,36.3,short
1128,Haiti,Developing,62.5,normal
1129,Haiti,Developing,62.1,normal
1130,Haiti,Developing,61.8,normal
1131,Haiti,Developing,61.1,normal
1132,Haiti,Developing,65.0,normal
1133,Haiti,Developing,58.7,normal
1134,Haiti,Developing,59.7,normal
1135,Haiti,Developing,59.3,normal
1136,Haiti,Developing,58.9,normal
1137,Haiti,Developing,58.6,normal
1138,Honduras,Developing,74.6,normal
1139,Honduras,Developing,74.5,normal
1140,Honduras,Developing,74.3,normal
1141,Honduras,Developing,74.1,normal
1142,Honduras,Developing,73.9,normal
1143,Honduras,Developing,73.6,normal
1144,Honduras,Developing,73.4,normal
1145,Honduras,Developing,73.2,normal
1146,Honduras,Developing,73.0,normal
1147,Honduras,Developing,72.8,normal
1148,Honduras,Developing,72.5,normal
1149,Honduras,Developing,72.2,normal
1150,Honduras,Developing,71.9,normal
1151,Honduras,Developing,71.6,normal
1152,Honduras,Developing,71.3,normal
1153,Honduras,Developing,71.0,normal
1154,Hungary,Developed,75.8,short
1155,Hungary,Developed,75.6,short
1156,Hungary,Developed,75.5,short
1157,Hungary,Developed,75.0,short
1158,Hungary,Developed,74.8,short
1159,Hungary,Developed,74.5,short
1160,Hungary,Developed,74.2,short
1161,Hungary,Developed,74.1,short
1162,Hungary,Developed,73.5,short
1163,Hungary,Developed,73.4,short
1164,Hungary,Developed,72.9,short
1165,Hungary,Developed,72.9,short
1166,Hungary,Developed,72.5,short
1167,Hungary,Developed,72.5,short
1168,Hungary,Developed,72.3,short
1169,Hungary,Developed,71.7,short
1170,Iceland,Developed,82.7,long
1171,Iceland,Developed,82.5,long
1172,Iceland,Developed,82.4,normal
1173,Iceland,Developed,82.5,long
1174,Iceland,Developed,82.1,normal
1175,Iceland,Developed,81.8,normal
1176,Iceland,Developed,81.6,normal
1177,Iceland,Developed,81.4,normal
1178,Iceland,Developed,81.3,normal
1179,Iceland,Developed,81.1,normal
1180,Iceland,Developed,81.0,normal
1181,Iceland,Developed,88.0,long
1182,Iceland,Developed,87.0,long
1183,Iceland,Developed,84.0,long
1184,Iceland,Developed,80.0,normal
1185,Iceland,Developed,79.7,normal
1186,India,Developing,68.3,normal
1187,India,Developing,68.0,normal
1188,India,Developing,67.6,normal
1189,India,Developing,67.3,normal
1190,India,Developing,66.8,normal
1191,India,Developing,66.4,normal
1192,India,Developing,66.0,normal
1193,India,Developing,65.5,normal
1194,India,Developing,65.2,normal
1195,India,Developing,64.8,normal
1196,India,Developing,64.4,normal
1197,India,Developing,64.0,normal
1198,India,Developing,63.7,normal
1199,India,Developing,63.3,normal
1200,India,Developing,62.9,normal
1201,India,Developing,62.5,normal
1202,Indonesia,Developing,69.1,normal
1203,Indonesia,Developing,68.9,normal
1204,Indonesia,Developing,68.7,normal
1205,Indonesia,Developing,68.5,normal
1206,Indonesia,Developing,68.3,normal
1207,Indonesia,Developing,68.1,normal
1208,Indonesia,Developing,67.9,normal
1209,Indonesia,Developing,67.7,normal
1210,Indonesia,Developing,67.5,normal
1211,Indonesia,Developing,67.3,normal
1212,Indonesia,Developing,67.2,normal
1213,Indonesia,Developing,65.3,normal
1214,Indonesia,Developing,66.9,normal
1215,Indonesia,Developing,66.7,normal
1216,Indonesia,Developing,66.5,normal
1217,Indonesia,Developing,66.3,normal
1218,Iran (Islamic Republic of),Developing,75.5,normal
1219,Iran (Islamic Republic of),Developing,75.4,normal
1220,Iran (Islamic Republic of),Developing,75.3,normal
1221,Iran (Islamic Republic of),Developing,75.1,normal
1222,Iran (Islamic Republic of),Developing,74.7,normal
1223,Iran (Islamic Republic of),Developing,74.1,normal
1224,Iran (Islamic Republic of),Developing,73.3,normal
1225,Iran (Islamic Republic of),Developing,72.7,normal
1226,Iran (Islamic Republic of),Developing,72.4,normal
1227,Iran (Islamic Republic of),Developing,72.2,normal
1228,Iran (Islamic Republic of),Developing,72.0,normal
1229,Iran (Islamic Republic of),Developing,71.8,normal
1230,Iran (Islamic Republic of),Developing,75.0,normal
1231,Iran (Islamic Republic of),Developing,71.2,normal
1232,Iran (Islamic Republic of),Developing,78.0,long
1233,Iran (Islamic Republic of),Developing,73.0,normal
1234,Iraq,Developing,68.9,normal
1235,Iraq,Developing,67.9,normal
1236,Iraq,Developing,69.5,normal
1237,Iraq,Developing,76.0,long
1238,Iraq,Developing,77.0,long
1239,Iraq,Developing,76.0,long
1240,Iraq,Developing,74.0,normal
1241,Iraq,Developing,69.3,normal
1242,Iraq,Developing,65.9,normal
1243,Iraq,Developing,64.7,normal
1244,Iraq,Developing,66.8,normal
1245,Iraq,Developing,67.2,normal
1246,Iraq,Developing,66.5,normal
1247,Iraq,Developing,74.0,normal
1248,Iraq,Developing,72.0,normal
1249,Iraq,Developing,70.0,normal
1250,Ireland,Developed,81.4,normal
1251,Ireland,Developed,81.2,normal
1252,Ireland,Developed,81.0,normal
1253,Ireland,Developed,85.0,long
1254,Ireland,Developed,84.0,long
1255,Ireland,Developed,86.0,long
1256,Ireland,Developed,79.7,normal
1257,Ireland,Developed,79.8,normal
1258,Ireland,Developed,79.5,normal
1259,Ireland,Developed,79.0,normal
1260,Ireland,Developed,78.7,normal
1261,Ireland,Developed,78.3,normal
1262,Ireland,Developed,78.0,normal
1263,Ireland,Developed,77.4,normal
1264,Ireland,Developed,77.0,normal
1265,Ireland,Developed,76.4,normal
1266,Israel,Developing,82.5,long
1267,Israel,Developing,82.2,long
1268,Israel,Developing,82.1,long
1269,Israel,Developing,81.8,long
1270,Israel,Developing,81.8,long
1271,Israel,Developing,81.7,long
1272,Israel,Developing,81.5,long
1273,Israel,Developing,81.0,long
1274,Israel,Developing,84.0,long
1275,Israel,Developing,84.0,long
1276,Israel,Developing,80.0,long
1277,Israel,Developing,81.0,long
1278,Israel,Developing,79.7,long
1279,Israel,Developing,79.3,long
1280,Israel,Developing,79.3,long
1281,Israel,Developing,78.9,long
1282,Italy,Developed,82.7,long
1283,Italy,Developed,82.5,long
1284,Italy,Developed,82.3,normal
1285,Italy,Developed,82.0,normal
1286,Italy,Developed,82.0,normal
1287,Italy,Developed,81.8,normal
1288,Italy,Developed,81.6,normal
1289,Italy,Developed,81.5,normal
1290,Italy,Developed,81.3,normal
1291,Italy,Developed,81.2,normal
1292,Italy,Developed,88.0,long
1293,Italy,Developed,89.0,long
1294,Italy,Developed,79.9,normal
1295,Italy,Developed,80.0,normal
1296,Italy,Developed,79.8,normal
1297,Italy,Developed,79.4,normal
1298,Jamaica,Developing,76.2,long
1299,Jamaica,Developing,75.8,long
1300,Jamaica,Developing,75.6,normal
1301,Jamaica,Developing,75.3,normal
1302,Jamaica,Developing,75.2,normal
1303,Jamaica,Developing,75.0,normal
1304,Jamaica,Developing,74.7,normal
1305,Jamaica,Developing,74.5,normal
1306,Jamaica,Developing,74.2,normal
1307,Jamaica,Developing,74.0,normal
1308,Jamaica,Developing,73.5,normal
1309,Jamaica,Developing,73.3,normal
1310,Jamaica,Developing,73.1,normal
1311,Jamaica,Developing,73.0,normal
1312,Jamaica,Developing,72.7,normal
1313,Jamaica,Developing,72.6,normal
1314,Japan,Developed,83.7,long
1315,Japan,Developed,83.5,long
1316,Japan,Developed,83.5,long
1317,Japan,Developed,83.3,long
1318,Japan,Developed,82.5,long
1319,Japan,Developed,83.0,long
1320,Japan,Developed,83.0,long
1321,Japan,Developed,82.7,long
1322,Japan,Developed,82.6,long
1323,Japan,Developed,82.4,normal
1324,Japan,Developed,82.0,normal
1325,Japan,Developed,82.1,normal
1326,Japan,Developed,81.9,normal
1327,Japan,Developed,81.8,normal
1328,Japan,Developed,81.5,normal
1329,Japan,Developed,81.1,normal
1330,Jordan,Developing,74.1,normal
1331,Jordan,Developing,74.0,normal
1332,Jordan,Developing,73.9,normal
1333,Jordan,Developing,73.7,normal
1334,Jordan,Developing,73.6,normal
1335,Jordan,Developing,73.4,normal
1336,Jordan,Developing,73.3,normal
1337,Jordan,Developing,73.1,normal
1338,Jordan,Developing,73.0,normal
1339,Jordan,Developing,72.8,normal
1340,Jordan,Developing,72.4,normal
1341,Jordan,Developing,72.5,normal
1342,Jordan,Developing,72.3,normal
1343,Jordan,Developing,72.1,normal
1344,Jordan,Developing,71.9,normal
1345,Jordan,Developing,71.7,normal
1346,Kazakhstan,Developing,72.0,normal
1347,Kazakhstan,Developing,69.9,normal
1348,Kazakhstan,Developing,69.5,normal
1349,Kazakhstan,Developing,69.1,normal
1350,Kazakhstan,Developing,68.5,normal
1351,Kazakhstan,Developing,67.8,normal
1352,Kazakhstan,Developing,67.8,normal
1353,Kazakhstan,Developing,66.6,normal
1354,Kazakhstan,Developing,65.3,normal
1355,Kazakhstan,Developing,65.0,normal
1356,Kazakhstan,Developing,64.6,normal
1357,Kazakhstan,Developing,64.7,normal
1358,Kazakhstan,Developing,64.4,normal
1359,Kazakhstan,Developing,64.7,normal
1360,Kazakhstan,Developing,64.4,normal
1361,Kazakhstan,Developing,63.9,normal
1362,Kenya,Developing,63.4,normal
1363,Kenya,Developing,62.9,normal
1364,Kenya,Developing,62.6,normal
1365,Kenya,Developing,62.1,normal
1366,Kenya,Developing,61.2,normal
1367,Kenya,Developing,63.0,normal
1368,Kenya,Developing,59.1,normal
1369,Kenya,Developing,57.9,short
1370,Kenya,Developing,56.8,short
1371,Kenya,Developing,55.3,short
1372,Kenya,Developing,54.1,short
1373,Kenya,Developing,53.0,short
1374,Kenya,Developing,52.4,short
1375,Kenya,Developing,52.1,short
1376,Kenya,Developing,51.9,short
1377,Kenya,Developing,51.9,short
1378,Kiribati,Developing,66.3,normal
1379,Kiribati,Developing,66.1,normal
1380,Kiribati,Developing,65.8,normal
1381,Kiribati,Developing,65.7,normal
1382,Kiribati,Developing,65.5,normal
1383,Kiribati,Developing,65.3,normal
1384,Kiribati,Developing,65.2,normal
1385,Kiribati,Developing,65.1,normal
1386,Kiribati,Developing,65.0,normal
1387,Kiribati,Developing,65.0,normal
1388,Kiribati,Developing,64.9,normal
1389,Kiribati,Developing,64.8,normal
1390,Kiribati,Developing,64.7,normal
1391,Kiribati,Developing,64.6,normal
1392,Kiribati,Developing,64.3,normal
1393,Kiribati,Developing,64.1,normal
1394,Kuwait,Developing,74.7,normal
1395,Kuwait,Developing,74.6,normal
1396,Kuwait,Developing,74.5,normal
1397,Kuwait,Developing,74.3,normal
1398,Kuwait,Developing,74.2,normal
1399,Kuwait,Developing,74.0,normal
1400,Kuwait,Developing,73.9,normal
1401,Kuwait,Developing,73.8,normal
1402,Kuwait,Developing,73.7,normal
1403,Kuwait,Developing,73.6,normal
1404,Kuwait,Developing,73.6,normal
1405,Kuwait,Developing,73.5,normal
1406,Kuwait,Developing,73.4,normal
1407,Kuwait,Developing,73.3,normal
1408,Kuwait,Developing,73.2,normal
1409,Kuwait,Developing,73.2,normal
1410,Kyrgyzstan,Developing,71.1,normal
1411,Kyrgyzstan,Developing,78.0,long
1412,Kyrgyzstan,Developing,77.0,long
1413,Kyrgyzstan,Developing,69.9,normal
1414,Kyrgyzstan,Developing,69.4,normal
1415,Kyrgyzstan,Developing,68.8,normal
1416,Kyrgyzstan,Developing,68.5,normal
1417,Kyrgyzstan,Developing,67.6,normal
1418,Kyrgyzstan,Developing,67.2,normal
1419,Kyrgyzstan,Developing,66.7,normal
1420,Kyrgyzstan,Developing,66.9,normal
1421,Kyrgyzstan,Developing,67.1,normal
1422,Kyrgyzstan,Developing,66.6,normal
1423,Kyrgyzstan,Developing,66.7,normal
1424,Kyrgyzstan,Developing,67.2,normal
1425,Kyrgyzstan,Developing,66.6,normal
1426,Lao People's Democratic Republic,Developing,65.7,normal
1427,Lao People's Democratic Republic,Developing,65.3,normal
1428,Lao People's Democratic Republic,Developing,64.9,normal
1429,Lao People's Democratic Republic,Developing,64.4,normal
1430,Lao People's Democratic Republic,Developing,64.0,normal
1431,Lao People's Democratic Republic,Developing,63.6,normal
1432,Lao People's Democratic Republic,Developing,63.1,normal
1433,Lao People's Democratic Republic,Developing,62.6,normal
1434,Lao People's Democratic Republic,Developing,62.1,normal
1435,Lao People's Democratic Republic,Developing,61.5,normal
1436,Lao People's Democratic Republic,Developing,61.0,normal
1437,Lao People's Democratic Republic,Developing,64.0,normal
1438,Lao People's Democratic Republic,Developing,59.8,normal
1439,Lao People's Democratic Republic,Developing,59.3,normal
1440,Lao People's Democratic Republic,Developing,58.7,normal
1441,Lao People's Democratic Republic,Developing,58.1,short
1442,Latvia,Developed,74.6,short
1443,Latvia,Developed,74.4,short
1444,Latvia,Developed,74.1,short
1445,Latvia,Developed,73.8,short
1446,Latvia,Developed,73.6,short
1447,Latvia,Developed,72.8,short
1448,Latvia,Developed,72.6,short
1449,Latvia,Developed,71.9,short
1450,Latvia,Developed,78.0,normal
1451,Latvia,Developed,75.0,short
1452,Latvia,Developed,76.0,normal
1453,Latvia,Developed,71.0,short
1454,Latvia,Developed,78.0,normal
1455,Latvia,Developed,73.0,short
1456,Latvia,Developed,69.9,short
1457,Latvia,Developed,71.0,short
1458,Lebanon,Developing,74.9,normal
1459,Lebanon,Developing,74.8,normal
1460,Lebanon,Developing,74.9,normal
1461,Lebanon,Developing,75.0,normal
1462,Lebanon,Developing,75.0,normal
1463,Lebanon,Developing,74.9,normal
1464,Lebanon,Developing,74.7,normal
1465,Lebanon,Developing,74.5,normal
1466,Lebanon,Developing,74.4,normal
1467,Lebanon,Developing,74.1,normal
